"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 15:08:22 CST 2024","Wed Feb 28 15:08:22 CST 2024","79","testcases.api_test.agent","test_agent","Test_agent","","","test_init_agent[1-True-0-200]","该用例初始化智能体接口的测试"
